4.093969144460028464e-01 1.000000000000000021e-03
4.096867695184665537e-01 1.071519305237605968e-03
4.099684431977559385e-01 1.148153621496882885e-03
4.102442730247779501e-01 1.230268770812381228e-03
4.105913978494623584e-01 1.318256738556407509e-03
4.109969611968208869e-01 1.412537544622753964e-03
4.114118747078073790e-01 1.513561248436208744e-03
4.118104254324450597e-01 1.621810097358929734e-03
4.122568957456755334e-01 1.737800828749376265e-03
4.127559607293127542e-01 1.862087136662867555e-03
4.132363253856942142e-01 1.995262314968878920e-03
4.137891538101916566e-01 2.137962089502232644e-03
4.143863955119214681e-01 2.290867652767772378e-03
4.150163627863487914e-01 2.454708915685031162e-03
4.157690509583917837e-01 2.630267991895381303e-03
4.165451145395044907e-01 2.818382931264454792e-03
4.173550724637681286e-01 3.019951720402016138e-03
4.182094436652641356e-01 3.235936569296281144e-03
4.191117344553529911e-01 3.467368504525316676e-03
4.201005142589995245e-01 3.715352290971724036e-03
4.211629266012155703e-01 3.981071705534973415e-03
4.221797568957456614e-01 4.265795188015925922e-03
4.234642356241234418e-01 4.570881896148752156e-03
4.248013090229079136e-01 4.897788193684460972e-03
4.262704534829359626e-01 5.248074602497722861e-03
4.278728377746610634e-01 5.623413251903490971e-03
4.295219728845254825e-01 6.025595860743580487e-03
4.313323983169705667e-01 6.456542290346555836e-03
4.332678821879382691e-01 6.918309709189362708e-03
4.353015427769986179e-01 7.413102413009176744e-03
4.374859747545581934e-01 7.943282347242813790e-03
4.398644226273959457e-01 8.511380382023758795e-03
4.424988312295464743e-01 9.120108393559096804e-03
4.454698457223001395e-01 9.772372209558111839e-03
4.488078541374473929e-01 1.047128548050899575e-02
4.525677886863019861e-01 1.122018454301963557e-02
4.570804114071996271e-01 1.202264434617413176e-02
4.621552127162225077e-01 1.288249551693133529e-02
4.677431042543244710e-01 1.380384264602884520e-02
4.737073398784478750e-01 1.479108388168207111e-02
4.795897615708274997e-01 1.584893192461113431e-02
4.850689574567554896e-01 1.698243652461744330e-02
4.898527349228611327e-01 1.819700858609983596e-02
4.945839177185600843e-01 1.949844599758045541e-02
4.994331463300608065e-01 2.089296130854038577e-02
5.042835437120148923e-01 2.238721138568338861e-02
5.082842449742870361e-01 2.398832919019489723e-02
5.115836839644694045e-01 2.570395782768863241e-02
5.150899953249181706e-01 2.754228703338166065e-02
5.187353903693314727e-01 2.951209226666385438e-02
5.222452080411407183e-01 3.162277660168379134e-02
5.255458158017765058e-01 3.388441561392025597e-02
5.290603085553997609e-01 3.630780547701013827e-02
5.339305750350631374e-01 3.890451449942804868e-02
5.399988312295465054e-01 4.168693834703352669e-02
5.500023375409069937e-01 4.466835921509629964e-02
5.683122954651705916e-01 4.786300923226382426e-02
6.173468910705938173e-01 5.128613839913648276e-02
7.133847592332865917e-01 5.495408738576245539e-02
8.255014025245441811e-01 5.888436553555889685e-02
8.936337073398784581e-01 6.309573444801930275e-02
9.234583917718559576e-01 6.760829753919815610e-02
9.360717625058437852e-01 7.244359600749898653e-02
9.401577840112202988e-01 7.762471166286916135e-02
9.425607760635811294e-01 8.317637711026708291e-02
9.435086489013557731e-01 8.912509381337455072e-02
9.436535764375876267e-01 9.549925860214358853e-02
9.436477325853203091e-01 1.023292992280753627e-01
9.436115007012623179e-01 1.096478196143185063e-01
9.435261804581579481e-01 1.174897554939529076e-01
9.433789153810191452e-01 1.258925411794167559e-01
9.431545114539504615e-01 1.348962882591653312e-01
9.407328190743338148e-01 1.445439770745927943e-01
9.324836372136512397e-01 1.548816618912481069e-01
9.270301542776998582e-01 1.659586907437559655e-01
8.884560542309489772e-01 1.778279410038922925e-01
4.964387564282375376e-01 1.905460717963246287e-01
4.801215521271622877e-01 2.041737944669529681e-01
4.353003740065451432e-01 2.187761623949551759e-01
1.688113604488078734e-01 2.344228815319922832e-01
1.024275362318840532e-01 2.511886431509579576e-01
8.348410472183262487e-02 2.691534803926913799e-01
7.820710612435717579e-02 2.884031503126605611e-01
7.578073866292660277e-02 3.090295432513588958e-01
7.461664329125759776e-02 3.311311214825911065e-01
7.408952781673679155e-02 3.548133892335753048e-01
7.386161757830761454e-02 3.801893963205612570e-01
7.374824684431977029e-02 4.073802778041126227e-01
7.369448340345956250e-02 4.365158322401656577e-01
7.368630201028518456e-02 4.677351412871981196e-01
7.368396446937822142e-02 5.011872336272720219e-01
7.368396446937822142e-02 5.370317963702526676e-01
7.368396446937822142e-02 5.754399373371565929e-01
7.368396446937822142e-02 6.165950018614821948e-01
7.368396446937822142e-02 6.606934480075957739e-01
7.368396446937822142e-02 7.079457843841380216e-01
7.368396446937822142e-02 7.585775750291835484e-01
7.368396446937822142e-02 8.128305161640986265e-01
7.368396446937822142e-02 8.709635899560805861e-01
7.368396446937822142e-02 9.332543007969904547e-01
7.368396446937822142e-02 1.000000000000000000e+00
